id,buffer,class,metric,value
11,2500,1,ed,5.043326761725735
11,2500,1,split,1.4215559452920334
11,2800,1,pland,93.41643515133791
11,2800,1,pd,0.16246689736966094
11,2800,1,ed,5.056782180630696
11,2800,1,split,1.4736568999166257
12,100,1,pland,100
12,100,1,pd,31.746031746031743
12,100,1,ed,0
12,100,1,split,1
12,400,1,pland,94.42446043165468
12,400,1,pd,3.9968025579536373
12,400,1,ed,25.179856115107913
12,400,1,split,1.3652426987232427
12,700,1,pland,97.01405152224825
12,700,1,pd,0.6505334374186833
12,700,1,ed,17.56440281030445
12,700,1,split,1.0625043477880822
12,1000,1,pland,97.93518784055061
12,1000,1,pd,0.31864385176688015
12,1000,1,ed,12.427110218908327
12,1000,1,split,1.0426114227773862
12,1300,1,pland,98.4221241940957
12,1300,1,pd,0.18851562794555668
12,1300,1,ed,9.501187648456057
12,1300,1,split,1.032320453341878
12,1600,1,pland,96.41577060931901
12,1600,1,pd,0.49780963759458385
12,1600,1,ed,12.432795698924732
12,1600,1,split,1.115346195753195
12,1900,1,pland,96.14865401413482
12,1900,1,pd,0.2646973186161624
12,1900,1,ed,13.393684321977819
12,1900,1,split,1.1703090251715444
12,2200,1,pland,95.88984305596682
12,2200,1,pd,0.13160925213042476
12,2200,1,ed,13.522850656401145
12,2200,1,split,1.0878326191372625
12,2500,1,pland,95.5654407043933
12,2500,1,pd,0.2038175018088803
12,2500,1,ed,13.757681372099423
12,2500,1,split,1.1066901671456921
12,2800,1,pland,95.7626498976309
12,2800,1,pd,0.16249065678723473
12,2800,1,ed,13.198303597543141
12,2800,1,split,1.1282723054156485
13,100,1,pland,97.14285714285714
13,100,1,pd,31.746031746031743
13,100,1,ed,38.095238095238095
13,100,1,split,1.0596885813148789
13,400,1,pland,99.46236559139784
13,400,1,pd,1.9912385503783354
13,400,1,ed,5.973715651135006
13,400,1,split,1.0108400292184077
13,700,1,pland,99.82456140350877
13,700,1,pd,0.649772579597141
13,700,1,ed,1.949317738791423
13,700,1,split,1.0035180271867212
13,1000,1,pland,99.85665137614679
13,1000,1,pd,0.31855249745158004
13,1000,1,ed,1.5290519877675843
13,1000,1,split,1.0028731489291862
13,1300,1,pland,99.84719864176571
13,1300,1,pd,0.18864365214110548
13,1300,1,ed,1.301641199773628
13,1300,1,split,1.0030630459390966
13,1600,1,pland,99.86563654685925
13,1600,1,pd,0.12441060475994975
13,1600,1,ed,1.492927257119397
13,1600,1,split,1.0026926948433423
13,1900,1,pland,99.83325393044305
13,1900,1,pd,0.08822543362800628
13,1900,1,ed,1.852734106188132
13,1900,1,split,1.0033432812503829
13,2200,1,pland,99.81042654028435
13,2200,1,pd,0.06582411795681938
13,2200,1,ed,1.9549763033175356
13,2200,1,split,1.0038022779396634
13,2500,1,pland,99.81655583581748
13,2500,1,pd,0.05095671227292416
13,2500,1,ed,1.987311778644042
13,2500,1,split,1.0036790035616863
13,2800,1,pland,99.84279028955837
13,2800,1,pd,0.04062266419680868
13,2800,1,ed,1.7548990933021353
13,2800,1,split,1.0031516242490337
14,100,1,pland,100
14,100,1,pd,31.746031746031743
14,100,1,ed,0
14,100,1,split,1
14,400,1,pland,100
14,400,1,pd,1.984126984126984
14,400,1,ed,0
14,400,1,split,1
14,700,1,pland,99.7666277712952
14,700,1,pd,0.6482561908466226
14,700,1,ed,2.7226760015558145
14,700,1,split,1.0046838343421909
14,1000,1,pland,99.59896877685478
14,1000,1,pd,0.3182787485279608
14,1000,1,ed,4.3922467296858585
14,1000,1,split,1.0080691315600467
14,1300,1,pland,99.67807522873602
14,1300,1,pd,0.18826010015437325
14,1300,1,ed,3.5016378628713425
14,1300,1,split,1.0064697200832982
14,1600,1,pland,99.61951656222024
14,1600,1,pd,0.12434099273848603
14,1600,1,ed,4.028648164726948
14,1600,1,split,1.0076533204289793
14,1900,1,pland,99.690427051913
14,1900,1,pd,0.08819742110740683
14,1900,1,ed,3.386780970524422
14,1900,1,split,1.0062203287179314
14,2200,1,pland,99.7336017049491
14,2200,1,pd,0.06577735680269424
14,2200,1,ed,2.8415818138763913
14,2200,1,split,1.0053493321922025
14,2500,1,pland,99.66983078827899
14,2500,1,pd,0.05095203884583442
14,2500,1,ed,2.6444108160988065
14,2500,1,split,1.006636232312711
14,2800,1,pland,99.6820756440709
14,2800,1,pd,0.040603366019042984
14,2800,1,ed,2.5945550886168465
14,2800,1,split,1.0063889389381395
15,100,1,pland,100
15,100,1,pd,31.746031746031743
15,100,1,ed,0
15,100,1,split,1
15,400,1,pland,96.07142857142857
15,400,1,pd,1.984126984126984
15,400,1,ed,30.952380952380953
15,400,1,split,1.083456558090684
15,700,1,pland,90.48453006421482
15,700,1,pd,0.6486346241162354
15,700,1,ed,40.66939093208796
15,700,1,split,1.2213814776274712
15,1000,1,pland,83.3810888252149
15,1000,1,pd,1.2734797835084366
15,1000,1,ed,52.053486150907354
15,1000,1,split,1.4877610064706077
15,1300,1,pland,77.48220942053541
15,1300,1,pd,2.447381302006853
15,1300,1,ed,66.36168530441658
15,1300,1,split,1.7223409804184209
15,1600,1,pland,76.4264936227344
15,1600,1,pd,2.2376370552696354
15,1600,1,ed,74.17766838218841
15,1600,1,split,1.7388977502487557
15,1900,1,pland,78.29709569909538
15,1900,1,pd,2.204235659242801
15,1900,1,ed,71.39078453155584
15,1900,1,split,1.653578902173632
15,2200,1,pland,77.41076185402237
15,2200,1,pd,2.4336181324282906
15,2200,1,ed,71.7062294046844
15,2200,1,split,1.704804802567716
15,2500,1,pland,77.53679673529277
15,2500,1,pd,1.8850525522083137
15,2500,1,ed,71.36197594265364
15,2500,1,split,1.6906260080726645
15,2800,1,pland,77.10777327047472
15,2800,1,pd,1.8678913536933492
15,2800,1,ed,70.71593027080365
15,2800,1,split,1.7078720103759482
16,100,1,pland,100
16,100,1,pd,34.72222222222222
16,100,1,ed,0
16,100,1,split,1
16,400,1,pland,93.87387387387388
16,400,1,pd,2.002002002002002
16,400,1,ed,31.23123123123123
16,400,1,split,1.134776986527459
16,700,1,pland,81.75953079178886
16,700,1,pd,1.9550342130987293
16,700,1,ed,56.109481915933536
16,700,1,split,1.515425196398876
16,1000,1,pland,81.71116853287397
16,1000,1,pd,2.871088142405972
16,1000,1,ed,68.90611541774334
16,1000,1,split,1.5319458216039752
16,1300,1,pland,81.8397827562797
16,1300,1,pd,2.828694274722788
16,1300,1,ed,58.49739760126726
16,1300,1,split,1.5206429408562465
16,1600,1,pland,81.95968645016796
16,1600,1,pd,2.239641657334827
16,1600,1,ed,54.64725643896977
16,1600,1,split,1.5129563161750836
16,1900,1,pland,81.20879993646255
16,1900,1,pd,2.029668458069697
16,1900,1,ed,65.57594048659095
16,1900,1,split,1.5388145238837214
16,2200,1,pland,81.8068720379147
16,2200,1,pd,1.382306477093207
16,2200,1,ed,68.70063191153238
16,2200,1,split,1.506430829212151
16,2500,1,pland,80.24040005505344
16,2500,1,pd,1.5292624367267669
16,2500,1,ed,68.51095716535916
16,2500,1,split,1.5705169464419013
16,2800,1,pland,76.05762550733117
16,2800,1,pd,2.4782543338980503
16,2800,1,ed,70.2402281619072
16,2800,1,split,1.774417331880592
17,100,1,pland,82.85714285714285
17,100,1,pd,31.746031746031743
17,100,1,ed,76.19047619047619
17,100,1,split,1.4565992865636148
17,400,1,pland,65.77060931899642
17,400,1,pd,3.982477100756671
17,400,1,ed,80.64516129032258
17,400,1,split,2.3370587484706773
17,700,1,pland,72.2059684025746
17,700,1,pd,1.9504583577140628
17,700,1,ed,65.73044665496391
17,700,1,split,2.081555871042046
17,1000,1,pland,75.67412507171542
17,1000,1,pd,0.3187352584942946
17,1000,1,ed,64.54388984509467
17,1000,1,split,1.7462450302081727
17,1300,1,pland,76.31578947368422
17,1300,1,pd,0.9432182607055272
17,1300,1,ed,62.30899830220713
17,1300,1,split,1.7200631560628559
17,1600,1,pland,73.72957241996866
17,1600,1,pd,2.6117453921349156
17,1600,1,ed,67.49496306245803
17,1600,1,split,1.8729390540756645
17,1900,1,pland,71.45466094965856
17,1900,1,pd,3.176115610608226
17,1900,1,ed,71.6214070192155
17,1900,1,split,2.0346206697657117
17,2200,1,pland,71.52419880338843
17,2200,1,pd,2.6986289648454216
17,2200,1,ed,75.92362221827301
17,2200,1,split,2.0323642527464694
17,2500,1,pland,74.82459760627322
17,2500,1,pd,2.0380815538333765
17,2500,1,ed,70.17624310236775
17,2500,1,split,1.8212089043915591
17,2800,1,pland,77.0591891200234
17,2800,1,pd,1.6654683418840917
17,2800,1,ed,67.71956762816997
17,2800,1,split,1.7102153116868106
18,100,1,pland,100
18,100,1,pd,31.746031746031743
18,100,1,ed,0
18,100,1,split,1
18,400,1,pland,88.77005347593582
18,400,1,pd,1.9805902158843334
18,400,1,ed,33.273915626856805
18,400,1,split,1.2690158223254464
18,700,1,pland,75.6140350877193
18,700,1,pd,3.898635477582846
18,700,1,ed,53.801169590643276
18,700,1,split,2.180522278373971
18,1000,1,pland,73.74605904270564
18,1000,1,pd,2.229228368523296
18,1000,1,ed,59.042705646316996
18,1000,1,split,1.8574598021038389
18,1300,1,pland,72.28629579375848
18,1300,1,pd,3.3921302578018993
18,1300,1,ed,73.77883310719132
18,1300,1,split,2.0056483621653665
18,1600,1,pland,73.73669467787114
18,1600,1,pd,2.240896358543418
18,1600,1,ed,77.42296918767508
18,1600,1,split,1.8760689923521845
18,1900,1,pland,74.65459742734635
18,1900,1,pd,2.558537575212182
18,1900,1,ed,74.00349372717167
18,1900,1,split,1.8572649393300715
18,2200,1,pland,75.81552305961753
18,2200,1,pd,2.499687539057618
18,2200,1,ed,67.25475105085549
18,2200,1,split,1.803190947639663
18,2500,1,pland,76.62891466825621
18,2500,1,pd,2.496420947519118
18,2500,1,ed,67.81603924985099
18,2500,1,split,1.7350256228931284
18,2800,1,pland,77.18201754385964
18,2800,1,pd,2.355425601039636
18,2800,1,ed,65.25341130604288
18,2800,1,split,1.7071723904339944
19,100,1,pland,100
19,100,1,pd,30.864197530864203
19,100,1,ed,0
19,100,1,split,1
19,400,1,pland,99.6415770609319
19,400,1,pd,1.9912385503783354
19,400,1,ed,4.181600955794504
19,400,1,split,1.007207183893173
19,700,1,pland,97.54672897196261
19,700,1,pd,0.6490134994807893
19,700,1,ed,22.001557632398757
19,700,1,split,1.0509319086378142
19,1000,1,pland,94.15807560137456
19,1000,1,pd,0.6363752068219423
19,1000,1,ed,29.97327224131348
19,1000,1,split,1.1286233255617864
19,1300,1,pland,93.82003395585737
19,1300,1,pd,0.3772873042822109
19,1300,1,ed,33.729485002829655
19,1300,1,split,1.1364910256058303
19,1600,1,pland,88.43956536350397
19,1600,1,pd,1.120197154699227
19,1600,1,ed,44.28512751577611
19,1600,1,split,1.2991432432579153
19,1900,1,pland,85.17312579415501
19,1900,1,pd,1.2353522518706763
19,1900,1,ed,52.837780601440066
19,1900,1,split,1.3875013774733629
19,2200,1,pland,81.46283683742966
19,2200,1,pd,2.0399434080215837
19,2200,1,ed,59.91511203237587
19,2200,1,split,1.5221185264827128
19,2500,1,pland,77.95048143053646
19,2500,1,pd,2.649141576239238
19,2500,1,ed,66.28457893932448
19,2500,1,split,1.6711991393759786
19,2800,1,pland,74.89305692662059
19,2800,1,pd,3.20930780511783
19,2800,1,ed,69.2357378767382
19,2800,1,split,1.826633341145862
20,100,1,pland,100
20,100,1,pd,30.864197530864203
20,100,1,ed,0
20,100,1,split,1
20,400,1,pland,97.15302491103203
20,400,1,pd,1.9770660340055357
20,400,1,ed,17.793594306049823
20,400,1,split,1.05946678474151
20,700,1,pland,88.54471069549972
20,700,1,pd,1.9481784531463084
20,700,1,ed,46.951100720826034
20,700,1,split,1.2788564069700343
20,1000,1,pland,83.57695614789338
20,1000,1,pd,0.9553835865099838
20,1000,1,ed,51.01748351963313
20,1000,1,split,1.4335826680129702
20,1300,1,pland,82.75978979488049
20,1300,1,pd,0.5650675255693055
20,1300,1,ed,54.189975702096405
20,1300,1,split,1.461225060364732
20,1600,1,pland,81.15277000559597
20,1600,1,pd,1.4922589069203507
20,1600,1,ed,51.520238761425105
20,1600,1,split,1.5276792584494243
20,1900,1,pland,76.62935619591966
20,1900,1,pd,3.0871547899411675
20,1900,1,ed,58.8235294117647
20,1900,1,split,1.7384249971908037
20,2200,1,pland,74.47010065127294
20,2200,1,pd,3.3550424314189855
20,2200,1,ed,62.26564041839353
20,2200,1,split,1.8594586799540123
20,2500,1,pland,71.80321855944248
20,2500,1,pd,3.515045924839148
20,2500,1,ed,64.87552152583558
20,2500,1,split,2.007432886255588
20,2800,1,pland,71.84416343834515
20,2800,1,pd,3.411056696635236
20,2800,1,ed,66.49124089369685
20,2800,1,split,2.00697394581098
21,100,1,pland,100
21,100,1,pd,30.03003003003003
21,100,1,ed,0
21,100,1,split,1
